ID;text;rating;kategoria_benchmark;uzasadnienie;manual_weryfikacja;sentyment;total_tokens
130;Przyssawka i noga solidna, ale sam chwytak jest bardzo kiepski. Na 3 otrzymane sztuki dwa są zepsute. Ramiona zozjeżdzają się i nic nie da się w nich utrzymać. W dodatku system blokowania rotacji tez nie działa. Uchwyt kręci się na boki. Rozkręciła jeden z nich. Łożyska są osadzone na jakiejś kleistej mazi. Nie wiem jakim cudem ma to działać. Ten jeden egzeplaż działa tylko dlatego ze staram się go nie ruszać. W dodatku gąbki po bokach szybko odpadają. Po odpadnięciu telefon wypada z chwytają.;2;Słabe materiały i usterki;Klient zgłasza liczne usterki mechaniczne, fizyczne uszkodzenia dwóch z trzech sztuk oraz odpadające elementy konstrukcyjne.;;negatywny;1500
131;ten pokrowiec kąpletnie nie pasuje do Lenovo tab 2 A8-50 , pomimo że jest uniwersalny to lekko za mały na ten model. Nawet jak się uda na siłe założyć mocowania to odrazu spadają , po prostu komedia.  musiałem przukleić na taśmę bo dziecko płakało jak powiedziałem że trzeba oddać.  Tak więc trzeba uważać.;2;Kompatybilność i montaż;Klient wprost wskazuje na brak dopasowania rozmiaru pokrowca do konkretnego modelu urządzenia oraz problemy z utrzymaniem się mocowań.;;negatywny;1368
132;Cena = równa się jakość.  Słabe wykonanie głównie cieniutki i lekki  plastik co powoduję że ciężki i masywny laptop po prostu zjeżdża wiecznie z podstawki a podstawka pod  ciężarem laptopa po prostu się wygina :/ Wielkość laptopa jaki można postawić na podstawce max ( MAX) 14 cali --- mój 15,4 cala postawiony na podstawce wystaje z każdej strony po za obrys podstawki Dolna blokada w kształcie Batmana :/ to lekki kawałeczek plastiku który wygina się w każdą stronę co powoduje że laptop wiecznie ucieka z podstawki co w każdej chwili może spowodować upadek i uszkodzenie laptopa   No i oczywiście wentylatory dla których kupiłem podstawkę a dokładnie prędkość jaką się kręcą podobno  aż 1600 RPM  moim zdaniem ledwo 1000 RPM i tyle chłodzić chłodzi  ;2;Słabe materiały i usterki;Główną treścią opinii jest krytyka niskiej jakości cienkiego plastiku, który wygina się pod ciężarem urządzenia, uniemożliwiając stabilne użytkowanie.;;negatywny;1815
133;Zmieniałem już wiele zamienników J5 2017 i każdy jest tandetny, myślałem że ten będzie lepszy, ale niestety nie. Jest cieńszy od poprzednich, ale nie na tyle żeby idealnie pasował w fabryczną ramkę. Ponadto samo szkło niczym nie przypomina oryginału, jest bardzo cieniutkie i bardzo kruche. Oryginalna szybka jest grubsza i o wiele bardziej elastyczna. szkoda 220 zł, lepiej dołożyć i kupić prawdziwy oryginał.;2;Słabe materiały i usterki;Głównym powodem krytyki jest niska jakość fizyczna produktu, w tym jego nadmierna kruchość oraz zbyt mała grubość materiału w porównaniu do oryginału.;;negatywny;2860
134;"Szkło bardzo niskiej jakości. (1) Po pierwsze fabrycznie nowe egzemplarze posiadają skazy. Pierwszy egzemplarz miał bardzo wyraźne przetarcia (szkło nie posiada folii ochronnej od zewnątrz!!!) i wymieniłem go od razu przy odbiorze osobistym. Niestety nie zauważyłem, że ten wymieniony również posiada kilka rys a do tego punktowe przebarwienia, ""bąble"". (2) Po drugie, szkło rysuje się zauważalnie łatwiej niż szkła hybrydowe 7H.  Jednym słowem typowy polski biznes. Produkt zauważalnie gorszy jakościowo (i do tego brak kontroli jakości) od chińskich no-name...";2;Słabe materiały i usterki;Klient wskazuje na liczne wady fizyczne fabrycznie nowego produktu, takie jak rysy i bąble, oraz krytykuje niską trwałość materiału.;;negatywny;1527
135;Dwa egzemplarze. Pierwszy i potem drugi błyskawicznie wymieniony z reklamacji. Ani jeden nie przylegał dokładnie do prawego górnego rogu tabletu na szerokości około 1-1,5 cm i długości około 5 - 6 cm. Mimo poprawnego montażu na odtłuszczony, bez pyłków ekran nowego tabletu. Albo krzywy róg tabletu, albo ze szkłem coś nie teges. Przynajmniej zostały mi dwa gratisowe rysiki :) ;2;Kompatybilność i montaż;Głównym powodem opinii jest brak przylegania szkła do ekranu urządzenia mimo poprawnej próby montażu.;;negatywny;1460
136;Beznadzieja, nie golą praktycznie niczego, jeżeli chcecie mieć gładkie nogi, to maszynka normalna, bo ta nie ogarnia. Plus chodzi jak traktor. Tylko trymer coś jest w stanie sensownego zrobić, ale golarka sama w sobie jedynie skraca włos, nogi potem trzeba poprawić maszynką zwykłą, ręczną... Za takie pieniądze powinna być o wiele lepsza!;2;Niska wydajność w praktyce;Klient skarży się na niską skuteczność golenia oraz głośną pracę urządzenia, co wskazuje na niezadowalające działanie sprawnego technicznie produktu.;;negatywny;1583
137;Po wielkim zachwycie w lutym juz w kwietniu czas prawie rozpaczy. Sprzet przestal dzialac ..para nie leci, woda sie leje. Koncowki plastikowe a wszystko ,,made in china,, koncowka do szczotki okraglej za luzna i wypada na okraglo jak mocniej wcisniesz to  to juz po niej. Z myjki do okien zanim buchala para najpierw lala sie woda ..porazka za tyle pieniedzy.  A teraz najwazniejsze REKLAMACJA - bede skladala bo byl weekend. Mam nadzijejee, ze nie bedzie to droga przez meke. Dodam iz sprzet uzywany byl tylko w warunkach domowych mieszkania w bloku zatem nie byl jakos szczegolnie eksploatowany, ale 2 miesiace to po prostu TRAGEDIA ,ze juz nie dziala. Nie wierzcie!!!! ze sama woda wszystko wam pieknie umyje, sprawdzilam , nie umyje wszystkiego. I temperatra absoltutnie nie jest taka wysoka jak pisze w opisie . ;2;Słabe materiały i usterki;Głównym powodem opinii jest fizyczna awaria urządzenia po dwóch miesiącach użytkowania oraz niska jakość wykonania elementów plastikowych.;;negatywny;1756
138;Ładowarka działa więc nie można ocenić negatywnie ale jak działa to już bardziej. Ładowarka ładuje tel. tylko w jednym położeniu a przesunięcie choćby 1mm w jakąkolwiek stronę rozłącza ładowanie. Znalezienie miejsca w którym telefon zacznie się ładować graniczy z cudem. Dodać można również ze jak już się znajdzie to miejsce to tel ładuje się  całą noc 30% przy 2A ładowarce. ;2;Niska wydajność w praktyce;Klient wskazuje na bardzo niską prędkość ładowania oraz niestabilność działania urządzenia wymagającą nienaturalnie precyzyjnego ułożenia telefonu.;;negatywny;1446
139;Przykro mi ale wydaje mi się , ze miałem zbędny wydatek kupując szkło na cala powierzchnie telefonu. Niestety slabu trzyma się i po 2 dniach musiałem zdjąć je gdyż krawędziami zaczęło mi odstawać przez co telefon nie reagował na dotyk. Natomiast szkło bez zaokrągleń oceniam jak najbardziej pozytywnie , gdyż spełnia moje oczekiwania.;2;Kompatybilność i montaż;Głównym powodem opinii jest problem z przyleganiem szkła do krawędzi telefonu i jego odklejanie się, co uniemożliwiło korzystanie z urządzenia.;;negatywny;1390
140;Telefon lata w środku na  długości etui.  Szkło po dwóch dniach użytkowania odpryskuje na rantach przy ramce. Strasznie mocno się palcuje !!!  Czarne obramowanie zasłania część ekranu bo bokach co niemożliwa wygodne czytanie tekstu, pierwsze i ostatnie litery są częściowo zasłonięte.  Dotyk... działa aczkolwiek z skanowaniem odcisku paca telefon znacznie gorzej sobie radzi..   Paczka przyszła zawinięta w jakiś kawałek kartonu i folie bezbelkową.. a samo etui było w woreczku jak z straganu.. . jak i samo wykonanie...  Nie polecam . ;2;Kompatybilność i montaż;Głównym problemem opisanym przez klienta jest fizyczne niedopasowanie etui do telefonu oraz zasłanianie treści ekranu przez ramki szkła.;;negatywny;2938
141;Słabe szkło. W przypadku Oneplus 6 góra i dół szkła odchodzą od ekranu. Odległość krawędzi od ekranu to jakieś 2.5 mm z każdej strony. Krawędzie są grube, nie fazowane i przy wykonywaniu gestów np. od dołu palcem palec zahacza o krawędź szkła. Następnym razem kupiłbym taniego chińczyka zamiast przepłacać, kiedyś tak zrobiłem i byłem bardziej zadowolony.;2;Kompatybilność i montaż;Recenzja skupia się na niedopasowaniu rozmiaru szkła do konkretnego modelu telefonu oraz problemach z jego przyleganiem do ekranu.;;negatywny;1414
142;"Niestety, pomimo ""pancernego"" charaktery etui, samoistnie się ono rozpadło na dolnych zaczepach po 3 tygodniach użytkowania, ponadto zauważyłem już pęknięcie na górnym zatrzasku. Pragnę nadmienić, że telefon (przede wszystkim z racji tego, że jest nowy) był przez ten czas przysłowiowo ""trzymany pod kloszem"" i nie miał okazji, by skorzystać z ochrony rzeczonego etui. Z przykrością jednak zauważam, że gdyby takowa nastąpiła, to wysoce prawdopodobne, że rzekoma ochrona, jaką daje to etui, byłaby znikoma, a telefon uszkodziłby się.   Szkło hartowane jest jak najbardziej w porządku, stąd gwiazdka w górę.";2;Słabe materiały i usterki;Głównym powodem reklamacji jest fizyczne uszkodzenie produktu, czyli pękające zaczepy i rozpadnięcie się etui po krótkim czasie.;;negatywny;1699
143;Szkło nie ma kleju na całej powierzchni, grubość kleju to przysłowiowy włos, niestety zaraz po założeniu szkła była odczuwalna słabsza reakcja na dotyk zwłaszcza na brzegach telefonu. Szkło odkleiło się już pierwszego dnia, kiedy telefon został włożony do kieszeni (pewnie wina tak skąpej ilości kleju). Szkła na S8 nie polecam - jest to zbyteczny wydatek pieniędzy.;2;Kompatybilność i montaż;Głównym problemem jest nietrwały montaż i odklejanie się szkła od telefonu, co zostało wprost wymienione w definicji tej kategorii.;;negatywny;3157
144;"W opisie brak informacji o jednostronności. Opis: ""Adapter umożliwia podłączenie urządzenia z gniazdem DisplayPort do kabla HDMI a następnie do innego sprzętu."" zdecydowanie sugeruje że jest adapter jest dwustronny. Produkt różni się wyglądam od tego zamieszczonego na fotografii. Wymiary podane w opisie też trochę się różnią od faktycznych. Przejściówka działa, to może być dla kogoś ważne, niemniej jednak gdyby w opisie była informacja o jednostronności przesyłu to bym jej nie kupił. Przesyła obraz z urządzenia wyposażonego w displayport do monitora wyposażonego w hdmi. Tylko.";2;Zawyżone parametry i podróbki;Klient wskazuje na liczne niezgodności produktu z opisem, w tym brak kluczowej informacji technicznej o jednostronności, błędne wymiary oraz wygląd inny niż na zdjęciu.;;negatywny;3437
145;Szkło jest za wąskie przez co nie pokrywa całego ekranu jest to bardzo nieestetyczne i nie chroni telefonu w całości. Brakuje jakichś 2-3 minimetrów do pokrycia ekranu, pomimo idealnego spasowania z jednej strony. Mówię tutaj oczywiście NIE o tej czarnej części ekranu, która nic nie wyświetla. Daję dwie gwiazdki ze względu na dobrze zabezpieczony produkt, jednak i tak wyląduje on w koszu.;2;Kompatybilność i montaż;Klient wskazuje na wadę wymiarową produktu, który nie pasuje do ekranu telefonu mimo poprawnej instalacji.;;negatywny;1626
146;"nie pokrywa wcale całości ekranu. i na krawędziach po kilku tygodniach użytkowania już widać że klej nie trzyma. folia ma dziwną strukturę i ""ślizg"" palcem po ekranie jest szorstki - zwłaszcza po wyczyszczeniu. folia wcale nie jest oleofobowa, zbiera odciski  palców aż miło. pocztkowy proces aplikacji folli na ekran mało wygodny, zostało dużo bąbli a rozpracowanie bąbli szpatułką pozostawiło trwałe ślady na foli - jak wgięcia ";2;Kompatybilność i montaż;Głównym problemem jest niedopasowanie rozmiaru folii do ekranu oraz trudności i wady powstałe podczas procesu montażu.;;negatywny;1542
147;"niestety - niby demineralizowana woda po przejściu przez filtry jest nie odkamieniona. W nowym czajniku pełno kamienia. Na herbacie powstają kożuchy .  Lepsze efekty uzyskiwaliśmy ze zwykłego dzbanka Britta.  Tu filtrów jest 6 lub więcej a brak efektu osmozy.  Woda powinna ""produkować się"" bardzo powoli aby zostać dokładnie oczyszczona. przez te filtry woda przelatuje z szybkością światła, co z pewnością ma wpływ na jakość oczyszczania. system mocowania wężyków do wody - bardzo badziewny (na wtyk z plastikowym zatrzaskiem) - zalanie sąsiada będzie tylko kwestią czasu.  Strata pieniędzy !";2;Niska wydajność w praktyce;Głównym zarzutem jest brak skuteczności filtrowania i zbyt szybki przepływ wody, co uniemożliwia jej oczyszczenie z kamienia.;;negatywny;1657
148;"Opis kompletnie niezgodny z tym, co przysyłają. Piszą ""pancerne"", a telefon w obudowie spadł mi dosłownie z wysokości 20cm na podłogę po czym czerwony plastik pękł na pół i odpadł jeden haczyk mocujący. Także naprawdę, pancerne (ironia).  Nie polecam obudowy, sam mocno się na niej zawiodłem. Nie wiem, czy wszystkie modele tak mają, ale ten był wyjątkowo LIPNY! A co do szkła 9H nie mam najmniejszych zastrzeżeń, do teraz mi pięknie służy ;)  Pozdrawiam";2;Słabe materiały i usterki;Głównym powodem napisania opinii jest fizyczne uszkodzenie produktu, czyli pęknięcie plastiku i odpadnięcie elementu mocującego przy niewielkim uderzeniu.;;negatywny;1588
149;"Zbyt ciemna przezroczysta pokrywa ekranu, przez co ledwo go widać. Niezbyt przemyślana konstrukcja. Chciałem zamocować telefon z tym etui (z otwartą klapką przerzuconą na spód aparatu - bo inaczej nic nie widać)  w uchwycie samochodowym ale konstrukcja etui wręcz to uniemożliwia. Sfrustrowany po ciemku, w samochodzie, na mrozie próbowałem zdjąć tę obudowę i nie dałem rady. Tak się zakleszczyła, że obawiałem się że przy zdejmowaniu na siłę uszkodzę nowiutki telefon. Zrezygnowałem i pojechałem nocą w nieznaną trasę z telefonem w roli GPS leżącym na siedzeniu obok. Oczywiście po dojechaniu do celu błyskawicznie się tego czegoś pozbyłem na zawsze ;)";2;Kompatybilność i montaż;Głównym problemem jest brak możliwości zamontowania etui w uchwycie samochodowym oraz konstrukcja uniemożliwiająca łatwe zdjęcie obudowy z telefonu.;;negatywny;1954
150;Zalety:  - działa  - cena  - wybór kolorów. Wady:  - słabe spasowanie, niektóre fragmety ospaki do są zbyt szerokie inne sa zbyt wąskie pomiedy opaską a zegarkiem, wystepuję niedopasowanie rzędu 1mm  - niższej jakości plasik urzyty do wykonania opaski.   - początkowo opaski wydławy delikatny chrakterystyczny zapach FENOLI charakterystyczny dla tanich plastików. Nie odnotowałem tego na przy oryginalnej opasce.;2;Kompatybilność i montaż;Klient kładzie największy nacisk na słabe spasowanie elementów i precyzyjne niedopasowanie wymiarowe opaski względem zegarka.;;negatywny;2264
151;Nie polecam tego produktu, nie wszystko działa jak należy. Nagrywanie nocne miało być, a niestety nie działa, detekcja ruchu też niby ma być, a niestety również nie działa. Próbowałem na wszystkie sposoby uruchomić to ale niestety nie udało mi się. W opisie kamerki te funkcje są lecz w mojej kamerce one nie działają a najbardziej mi na nich zależało. Dlatego nie polecam!;2;Zawyżone parametry i podróbki;Klient zgłasza brak funkcjonalności obiecanych w opisie (tryb nocny, detekcja ruchu), co wskazuje na niezgodność specyfikacji produktu z rzeczywistością.;;negatywny;3316
152;Nie za bardzo mogę polecić komuś, komu zależy na nagraniu dłużej wypowiedzi. Niestety nagrania są bardzo poszarpane. Dyktafon włącza się i wyk rozłącza kiedy chce. Funkcja reagowania na dźwięk działa jak generator liczb losowych. Jakiś damsko nagrania bez zastrzeżeń, ale ciężko się tego później słucha i trudno się połapać, czy dany fragment jest kontynuacją poprzedniej wypowiedzi, czy nową. ;2;Niska wydajność w praktyce;Produkt działa niestabilnie, przerywa nagrania i posiada wadliwie funkcjonujący system aktywacji głosem, co znacząco obniża jego walory użytkowe.;;negatywny;1492
153;Są to Głośnik marki BLOW jakość słaba po mimo specjalnego wyciszenia i dobrego radia SONY gra to jak gra jaka cena taka jakość jeden głośnik prykał trzeba było podgiąć blaszkę która trzyma przewód do głośnika wysokokotnego bo o nie go uderzał a tak  na pierwszy montaż może być Pionniery które były wcześniej też były słabe nawet miały wady krzywo przyklejone magnesy w BLOW tego nie ma  głośnik BLOW mają słabe mocowania ( ślizgi blaszki )  które trzymają głośnik musiałem zapożyczyć ze starych pionierów bo trochę to trzeszczało nawet jak były bardziej rozgięte   myślę że jak jeszcze  trochę pograją  dźwięk będzie  lepszy a bass głębszy .;2;Niska wydajność w praktyce;Klient wskazuje na niską jakość dźwięku adekwatną do niskiej ceny oraz problemy z trzeszczeniem, które wymagają manualnych poprawek.;;negatywny;1808
154;Generalnie zaczynając od samego urządzenia. Małe, lekkie, wszystko co potrzebne jest w zestawie (zasilacz, pilot, kabel hdmi). Pilot bez dołączonej do zestawu baterii co zdarza się coraz częściej i jest już normą, poza tym sam pilot śmierdzi strasznie chińskim plastikiem. Odpychający smród.  Sam TV Box w moim przypadku miał lekkie ścięcia w aplikacji YouTube przy odtwarzaniu filmu 1080p. Na pokładzie zwykły Android 9.0 stylizowany na Android TV, jednak aplikacje są niedostosowane do telewizora (na pokładzie zwykłe Google Play z aplikacjami na Andka, nie ma tam aplikacji na Android TV). Polonizacja w samej nakładce leży. Powracając myślami do pilota - ma on funkcję programowania, jednak albo ona nie działa, albo nie umiałem jej odpalić (w instrukcji ani słowa jak go zaprogramować do obsługi tv via irda).;2;Niska wydajność w praktyce;Klient wskazuje na problemy z płynnością wideo, niedostosowane oprogramowanie oraz trudności z obsługą funkcji programowania pilota.;;negatywny;1712
155;Wyciskarka wcale nie jest taka super jak jest reklamowana. Wyciśnięty sok wcale nie jest klarowny, jest bardzo mętny. Jest głośnym urządzeniem, bardzo duże elementy, po umyciu zajmowały całą suszarkę, pojemniki na sok i pulpę, zdecydowanie za duże ( szkoda, że nie są zrobione tak by móc włożyć jeden w drugi w czasie przechowywania). To że ma duży otwór na owoce/ warzywa, wcale nie oznacza, że bez problemu daje radę zmielić duże kawałki ( miałam obawę czy się nie rozejdzie podczas użytkowania). Po zmieleniu kilku buraków, bardzo dużo miąższu pozostało na sicie, nie zostało to wypchane do pojemnika na pulpę. Użyłam tylko raz i to wystarczyło, by się bardzo rozczarować i dokonać zwrotu. Wcześniej miałam (dałam w prezencie siostrze, bo chciałam kupić sobie lepszą) wyciskarkę kupioną w Biedronce ( kupiłam za 149 zł) o mocy 150 i dużo lepiej działała, niż ta niby lepsza, markowa i droższa. Bardzo się zawiodłam i rozczarowałam - bardzo nie trafiony produkt. ;2;Niska wydajność w praktyce;Klient skarży się na niską jakość soku, głośną pracę urządzenia oraz problemy z efektywnym odprowadzaniem pulpy mimo wysokiej ceny.;;negatywny;1613
156;"Aż nie wiem jak opisać ten badziew. Po pierwsze to jest to chyba plastik. Po drugie jest to raczej ... bo ja wiem ... jakaś przykładka do ekranu bo ma milimetrowe paski kleju nad mikrofonem i w okolicach głośniczka. Kurz, woda, pot, drobny piasek - bez problemu dostają się pomiędzy ekran a ""szkło"". Pomiędzy ekranem a ""szkłem"" jest delikatny luz, Ogólnie MASAKRA. Pomijam że ściereczki do oczyszczenia ekranu były suche, ale po co one skoro nie ma tam kleju i możesz wytrzeć o koszulkę, co z czasem kurz i tam tam wleci. ";2;Kompatybilność i montaż;Głównym powodem negatywnej opinii jest wadliwy sposób montażu oraz brak przylegania produktu do ekranu, co skutkuje powstawaniem luzów i gromadzeniem się zanieczyszczeń pod szkłem.;;negatywny;3897
157;Przedmiot nie jest warty tych pieniędzy. Dużo lepiej zajrzeć na stronę internetową sprzedawcy i w razie konieczności dołożyć więcej gotówki żeby cieszyć się bezproblemowym działaniem. W moim przypadku doszedłem do porozumienia ze sprzedawca, który przesłał mi za dopłatą inna kamerkę. Jeśli mam ocenić kamerkę gs8000l to szczerze proponowałbym sprzedawcy usunięcie jej z listy dostępnych przedmiotów. Duży plus dla sprzedawcy za pakowanie przesyłek. ;2;Niska wydajność w praktyce;Klient negatywnie ocenia kulturę pracy urządzenia i odradza jego zakup, sugerując wybór droższego modelu dla bezproblemowego działania.;;negatywny;1905
158;Zasilacz przy małym obciążeniu ok, ale przy większym napięcie mocno spada. Kupiłem pod kątem kamerek WiFi 5V - mając na uwadze spadek napięcia na dłuższym obwodzie używam ze stabilizatorkiem napięcia 6V. Przy jednej kamerce daje radę, ale przy dwóch mam już spadek napięcia przed stabilizatorem poniżej 5V :( Chyba nie powinno tak być. Dodam że kamerki z włączonym IR dają radę na zwykłcyh zasilaczach 5V do 0,5A (oczywiście na zwykłym kablu USB o dł ok 1m). ;2;Niska wydajność w praktyce;Urządzenie wykazuje znaczne spadki napięcia pod obciążeniem i radzi sobie gorzej niż standardowe zasilacze o teoretycznie tych samych parametrach.;;negatywny;1704
159;Produkt słabej jakości, TouchID nie działa po prawidłowym podłączeniu i włączeniu telefonu od razu komunikat ze opcja jest nie dostępna nie będzie działać. Czujnik światła bardzo kiepski nie reaguje na światło dopiero w pełnym słońcu coś zaczyna się dziać, ale nie rozjaśnia na max. Ekran po ręcznym ustawieniu na max świeci słabo, barwy raczej zimne. Generalnie jeśli się nie posiada oryginalnego TpuchID na podkładkę i czujnika światła to zestaw nadaje się do śmieci. pzdr;2;Niska wydajność w praktyce;Klient wskazuje na niską jakość działania kluczowych podzespołów, takich jak czujnik światła, jasność ekranu oraz niedziałający czytnik linii papilarnych.;;negatywny;1789
160;"To chyba jakaś marna podróba Samsunga, bo grają tragicznie, i nie wierzę, żeby ta firma produkowała aż taki złom. Jakość dźwięku nie lepsza niż byle jakich chińskich słuchawek marki no name. Dźwięk przytłumiony, jakby słyszalny za ścianą, w dodatku prawa słuchawka gra dużo mocniej niż lewa co daje niechciany efekt jakby grały gdzieś ""z boku"".  Druga gwiazdka tylko i wyłącznie za to, że w ogóle działają. I że można ich użyć jako stoperów do uszu w razie, jakby się nie spodobały. ";2;Zawyżone parametry i podróbki;Klient wprost sugeruje, że produkt jest podróbką ze względu na drastycznie niską jakość dźwięku odbiegającą od standardów oryginalnej marki.;;negatywny;1435
161;Potwierdza sie zasada taniej = lipa. 2 rwzy lzejsza od oryginalu, brak europejskiego CE za to jest CE zaklejone tasma. Nie ma to nic wspopnego z europejskim znakiem. Znak ma inne ksztalty a co za tym idzie oznacza china export. Wystarczy wygooglowac czym to się rozni. Bateria działa ale duzo krocej niz normalny zamiennik a takze laduje sie 4 razy szybciej a co za tym idzie ma mniejsza pojemnosc. Zalaczam zdjecia porwnanie wagi z oryginalem a takze pokazany znak CE na chinski rynek;2;Zawyżone parametry i podróbki;Klient wskazuje na sfałszowany certyfikat CE oraz znacznie niższą od deklarowanej pojemność i wagę urządzenia.;;negatywny;1442
162;Pomimo dużej uniwersalności niestety nie mogę wystawić dobrej oceny dla tej ładowarki. Żyła niecałe dwa tygodnie, w tym czasie używałem jej średnio raz na dwa dni. Pewnego razu trafił ją szlag, coś tam się w środku spaliło, gdyż poczułem swąd podczas ładowania i tyle się nią nacieszyłem. A ładna była, taka amerykańska...;2;Słabe materiały i usterki;Produkt uległ całkowitej awarii fizycznej i spaleniu wewnętrznych komponentów po krótkim czasie użytkowania.;;negatywny;1295
163;"Produkt jest bardzo niskiej jakości. Na pewno nie jest to najwyższej klasy zamiennik! Jedyna zaleta to to, że działa wyświetlanie, stąd zamiast 1 gwiazdki, dałem 2. Marnej jakości obraz ale działa. Poza tym bardzo ciężko użytkować telefon z tym ekranem. Dotyk jest bardzo niedokładny, często klika się samo to co nie powinno. Przewijanie ekranu ""klatkuje"". Ekran spowalnia telefon, powoduje jego zacinanie, ""myślenie"" telefonu przez dłuższy niż dotąd czas. Chętnie bym go zwrócił jednak już go przecież założyłem na telefon więc zapewne nikt zwrotu nie przyjmie.";2;Niska wydajność w praktyce;Klient wskazuje, że produkt wprawdzie działa, ale przejawia liczne problemy z precyzją dotyku, płynnością obrazu oraz spowalnia pracę urządzenia.;;negatywny;1692
164;Brak siatki na głośniku, podświetlenie popsuło się po 1 dniu (świeci połowa), brak pasków z klejem widocznych na zdjęciu (poza baterią - te są). Kolory totalnie wyblakłe, ale akceptowalne. Jak ma się porównanie z oryginalnym wyświetlaczem to wyglądają jak passat b5 który stał pod blokiem od 15 lat narażonym na wszystkie warunki atmosferyczne. Szybki nie polecam użytkować bez szkła ochronnego, podejrzewam że jest w stanie porysować ją nawet powietrze. Wygląda na najtańszy zamiennik opisywany jako HQ. Nie polecam;2;Słabe materiały i usterki;Głównym powodem skargi jest awaria podświetlenia po jednym dniu oraz niska jakość materiałów podatnych na zarysowania.;;negatywny;2450
165;Too tight and small for a note 9. The quality is really good. I left inside the case for 3 weeks a Huawei mate 9 to loosen the case but it was still too tight. To take out the Huawei mate i had to destroy the carring case because i pushed it really hard to fit in so it will make the case  loosen.;2;Kompatybilność i montaż;Głównym powodem opinii jest fakt, że etui jest zbyt małe i nie pasuje do wymienionych przez klienta modeli telefonów.;;negatywny;1454
166;Z jednej strony etui niby jest dobrze spasowane co może się podobać ale z drugiej strony gdy próbujesz z niego wyciągnąć telefon to życzę powodzenia bo to naprawdę nie jest łatwe do wykonania. Najpierw trzeba delikatnie odgiąć jeden róg później przesunąć telefon a następnie delikatnie odgiąć drugi róg i modlić się żeby czasem telefon nie upadł lub się nie wyginał za bardzo. Dla mnie osobiście najgorsze etui jakie kiedykolwiek miałem.       ;2;Kompatybilność i montaż;Głównym problemem opinii jest wadliwa konstrukcja utrudniająca montaż i demontaż etui mimo jego teoretycznego dopasowania.;;negatywny;1566
167;Słabo                                                                                                                                 ;2;Szum informacyjny;Opinia zawiera jedynie ogólną ocenę negatywną bez wskazania konkretnego powodu lub cechy produktu.;;negatywny;1154
168;Służył bardzo krótko. Po jakimś czasie wypadła jedna z rozkładanych nóżek i wyrobił się gwint mocujący uchwyt telefonu do głowicy statywu, więc z czasem nie dało się dokręcić pod odpowiednim kątem przymocowanego telefonu, bo po prostu całość opadała. Druga gwiazdka, bo cena jest taka, że nie żal i mniej więcej odpowiada jakości statywu.;2;Słabe materiały i usterki;Opinia skupia się na fizycznym uszkodzeniu komponentów produktu, takich jak wypadnięcie nóżki oraz mechaniczne zużycie gwintu.;;negatywny;1508
169;Wszystko działa, ale jakość użytkowa gorsza niż Silvercrest z Lidla. Nieregularny kształt utrudnia wysypanie kawy po zmieleniu, a po zdjęciu wieczka nie da się go założyć, bo pomiędzy wieczko o młynek wchodzi zmielona kawa, którą najpierw trzeba wysypać, albo wcisnąć wieczko mimo to, ale zmielona kawa wtedy rozsypuje się dookoła młynka. Wygląda to jakby Bosch po prostu nigdy tego młynka nie przetestował mieląc w nim kilka razy kawę. Z młynkiem z lidla żadnych tego typu problemów nie było.;2;Niska wydajność w praktyce;Produkt technicznie działa, ale błędy konstrukcyjne i niska ergonomia znacząco utrudniają codzienne użytkowanie.;;negatywny;1613
170;słabej jakości plastik, po złożeniu w rączkę do trzymania nóżki chodzą na boki co irytuje, brak płynnej regulacji góra dół, aparat na stopce się trzęsie, zero stabilizacji, bez samowyzwalacza zapomnij o dobrym zdjeciu, dobry dla gopro i bardzo małych kompaktów, napewno nie do aparatów które widnieją na zdjeciu, w moim przypadky statyw bezuzyteczny, ląduje w koszu;2;Niska wydajność w praktyce;Głównym problemem jest brak stabilizacji i niska precyzja działania mechanizmów, co uniemożliwia poprawne użytkowanie produktu zgodnie z przeznaczeniem.;;negatywny;1867
171;Trudno ocenić, niestety ja trafiłem na wadę szkła. Przez całą jego długość idzie prosta, równa linia dzieląca ekran w stosunku 2/3 i 1/3, najbardziej jest widoczna przy wyłączonym ekranie. Gdy jest podświetlony również ją można zauważyć ale trzeba się mocno przypatrzeć, ja ją niestety widzę. Druga sprawa to w momencie zakładania pojawiła się na nim rysa długa na 1/3 ekranu biegnąca po skosie. Nie wiem czy wszystkie takie są czy ja po prostu miałem pecha.;2;Słabe materiały i usterki;Klient wskazuje na wadę fabryczną szkła oraz jego niską odporność mechaniczną skutkującą powstaniem rysy podczas montażu.;;negatywny;1278
172;Klawiatura nie pasuje do laptopa tak jak oryginalna. Pewna jej część jest wybrzuszona, co niesie za sobą problem z napisaniem niektórych liter lub spacji (muszę używać większej niż do tej pory siły przy pisaniu, co przy dłuższym pisaniu bywa męczące). Model laptopa był sprawdzony i nie pomyliłem się - klawiatura jest do mojego modelu laptopa.;2;Kompatybilność i montaż;Klient wskazuje na fizyczne niedopasowanie produktu do konkretnego modelu urządzenia oraz trudności w montażu wynikające z wybrzuszenia części.;;negatywny;2111
